,0.0001,0.0002,0.00030000000000000003,0.0004,0.0005,0.0006000000000000001,0.0007000000000000001,0.0008,0.0009000000000000001,0.001,0.0011,0.0012000000000000001,0.0013000000000000002,0.0014000000000000002,0.0015,0.0016,0.0017000000000000001,0.0018000000000000002,0.0019000000000000002,0.002,0.0021,0.0022,0.0023,0.0024,0.0025,0.0026,0.0027,0.0028,0.0029,0.003,0.0031,0.0032,0.0033,0.0034,0.0035,0.0036,0.0037,0.0038,0.0039,0.004,0.0041,0.004200000000000001,0.004300000000000001,0.0044,0.0045000000000000005,0.004600000000000001,0.0047,0.0048000000000000004,0.004900000000000001,0.005
67,21626,27321,34021,44741,46684,55059,60553,69598,73417,79983,88358,97202,92378,105510,109329,119245,122059,129697,137938,144035,143700,154822,162996,167284,174252,169562,178540,185642,194151,204938,201186,207819,212040,223229,226177,234887,234552,232810,243396,253513,259074,265171,266938,276963,277432,287683,279266,285003,296016,305438
68,21370,26810,36466,42178,47482,55302,60810,65298,75906,79238,85494,91138,97870,107790,112966,120242,126158,128198,134930,140370,152202,150842,159546,170970,165326,178918,179266,186882,193818,196394,208982,214490,219174,222506,225506,228430,235026,246586,252774,255766,268278,255894,270386,268890,278606,284590,280450,294322,303230,307582
69,20565,29535,34417,42024,50373,54237,60033,68865,77973,78180,83700,94171,99294,102537,112887,118476,126894,130603,135933,146973,154908,157599,158151,163878,172227,175815,191478,195480,198861,208504,209884,214024,218802,219078,225702,237915,237570,251836,253647,253785,248334,262410,277107,274416,280419,288216,294978,300705,303172,307795
70,20796,28916,35776,40746,48236,56986,61886,68116,75606,80016,85966,89676,104236,111306,112076,116976,128036,136086,136296,145816,149316,156456,160496,171156,174726,182706,187256,194046,195796,201956,206016,218056,219106,231546,230236,232966,243746,249466,257866,262416,261666,272656,279936,284256,283856,293216,296506,305066,308616,304346
71,22889,26936,35811,41207,50295,58247,63075,68684,73938,80612,90836,91333,98717,110929,112207,123922,130809,133436,145506,144441,156902,157079,161126,170960,173054,182710,191088,194567,196200,198543,209690,217926,228576,223358,236528,243557,246113,254669,266277,258822,265567,266277,281258,286441,288926,293506,304049,304830,304191,318959
72,20513,28649,33977,42113,51113,57305,60689,71481,76961,84089,91433,98273,99929,108497,117569,127073,130097,134777,142769,140969,157889,164073,163793,174881,174449,185105,193449,198425,200081,206553,214553,219089,228009,232265,235361,247313,250337,249681,263729,268193,273153,278777,280065,290217,291161,301305,300305,306353,315425,313049
73,19831,28080,35818,42534,49250,57791,61952,71442,77720,85823,90276,93999,99912,113125,121082,122688,126338,139040,144707,146851,156268,160794,165320,170430,181380,182840,196975,194666,206419,207149,219194,220070,230801,237298,238001,243576,251898,250803,260001,268396,272603,274090,283580,285113,299786,299859,301173,305480,310152,320445
74,20766,27796,34382,42670,50144,54436,64574,70754,78560,85294,91214,100538,104386,113044,117336,123700,129472,140498,140572,151820,154410,164252,169506,172614,183714,184158,195332,200364,206506,217458,219456,228780,228780,237438,241730,246022,252164,264966,263856,271034,276696,283836,291126,291976,294086,303890,308552,310254,316248,325794
75,20834,30134,32984,44084,47759,57584,64134,73934,76859,83834,93209,99734,109334,109634,118559,124334,134384,142109,143234,149534,158759,166934,174734,179784,189059,193484,201734,202109,202034,213284,220409,229184,230759,235109,242784,249734,249734,263109,263609,272684,276734,283634,288884,294509,306384,303059,309509,318434,320709,325484
76,20834,28054,36034,43482,49410,57390,65294,71222,80950,86262,90982,96758,107474,114922,115454,129278,136810,142358,141826,149198,159534,163334,178306,182486,180586,192214,201486,200870,205514,221322,231126,234242,233482,237358,244806,251798,254078,267074,275662,281590,276574,286758,296714,302938,305606,307810,312826,319362,328482,330610
77,20303,29851,34702,43711,49717,56570,64347,74973,79285,88987,92144,103232,109161,119171,120403,129335,136650,146352,141578,147738,163985,167681,177229,178846,189164,193091,202870,202331,214266,215036,221042,227433,233362,244450,247145,259542,264316,271400,276713,279870,281102,288109,300583,299351,305588,313519,314443,314135,331922,339853
78,20465,28187,35207,43397,47921,61181,66173,77405,82553,86999,96125,105641,110711,115001,120929,129743,142223,146903,149711,156419,168041,170381,175413,187697,182861,194951,202049,214295,210395,221861,231845,235277,243389,245807,254231,256103,258911,269051,280049,277553,290033,288161,296117,306453,313511,316475,318191,325679,327863,336677
79,19690,30197,37465,44101,49473,59664,64799,73015,86445,85041,94977,105405,110066,117729,119151,132757,144352,143562,146880,163707,162443,172476,179823,188908,187802,199020,206604,214741,213635,227162,225959,241917,250449,250528,255821,255742,267829,270831,278336,284656,294294,298955,294689,309383,308277,313807,322892,328896,335374,339561
80,19220,29220,36740,44820,53540,60820,62100,73940,82100,89380,94100,108580,111860,120580,126900,131540,141780,141780,154820,158900,164500,175780,182500,187060,197300,198980,205300,216580,215940,226900,229220,232580,237380,254820,262500,261380,260020,274100,283220,289220,293380,292500,303300,307940,315140,326740,316580,326100,334980,341940
81,19717,30166,34945,42559,49444,61351,65887,69127,83788,93913,97396,100150,109789,120643,125746,137248,139111,145079,159928,162115,172645,170053,182527,189331,191518,195001,204154,217114,219139,226429,231263,240442,249433,259234,254941,263770,271708,280456,282319,294388,294550,306376,313342,312506,311453,326383,327355,329785,343934,345256
82,19248,27940,38026,44176,51638,63282,65742,79190,83864,87636,94852,105102,112410,121994,130112,138640,144052,146676,161026,164798,170948,169308,177590,189234,200468,203748,208176,220640,225068,237614,229742,237122,247782,252210,255654,270250,273776,282960,284354,298540,293128,304280,305592,320608,323724,328880,333226,341754,346428,350528
83,21096,27155,38277,44087,52636,56039,68655,82018,84591,88077,100776,109989,112977,122439,131818,136632,143936,150825,160619,172156,170247,181120,185519,192424,199629,204194,213324,217407,228928,228928,233908,243536,258974,264286,261049,271689,277566,281799,298150,301802,296075,301470,308110,320892,324876,337575,341559,346207,350290,351934
84,19465,29797,37357,44413,52729,63145,67513,78517,83809,90613,97669,106909,112369,123289,129253,131269,147145,155629,157729,168733,173605,179149,188725,197965,201829,212329,208361,220981,225517,237865,240217,252397,249269,261805,270961,270541,292781,287593,293557,305465,302293,316657,316217,325373,331693,342277,346813,344881,347989,354605
85,19500,28765,38115,43530,52905,61830,70670,79425,89710,91750,98125,107305,115125,123370,131530,141135,140540,152865,161195,161790,173690,173945,191710,197915,202165,211430,216275,223220,230300,239735,246195,257840,261410,267675,271840,279260,274075,285125,293370,298300,301505,316550,317000,334680,326945,339270,342670,349130,354630,361030
86,20314,27710,39320,47060,51274,63572,68302,76386,83352,91178,104680,107510,119558,128158,132888,140542,142426,156108,158172,177256,177436,179242,185864,198678,206676,212438,216996,229200,232132,234110,243484,249762,263350,259222,271348,277282,297320,292582,294138,303254,304716,315896,322604,325176,330086,336708,349694,345824,348232,359068
87,20369,26720,34115,48296,54299,57779,70133,78224,87794,93884,103715,112763,122855,125030,134426,139298,150782,161222,162179,166616,185582,185930,196544,198893,205331,215249,215162,230387,229169,244655,242915,253703,259532,266318,270059,288764,292853,295289,297812,311580,315821,321911,326957,327218,339659,343922,352274,355232,358016,363845
88,19724,27644,40404,48324,54220,62756,68564,80092,91004,94700,103852,110980,120836,123300,137116,146004,153308,156740,171612,171260,182524,192116,198980,205668,204788,219628,222036,231540,238052,246412,249756,257764,256004,264156,279324,286804,292700,298124,301292,312060,313820,321124,322092,326580,341628,348404,349372,350956,367148,375948
89,20403,30015,35711,46213,56626,65437,73269,76740,89823,97121,108513,108335,124889,128093,137705,142333,152924,155505,163604,173572,183629,188257,200272,198492,210507,221454,235071,231511,240500,249578,249756,269781,265149,276278,274142,280995,295324,303686,309475,310539,318464,317485,331547,338129,343740,347923,355132,352640,359404,373733
90,22002,29022,36042,46302,54312,64302,70782,84282,91752,100932,103542,114612,121362,130092,139902,141882,155202,158352,169512,178242,182922,194352,196152,211002,215862,216312,225492,240432,244752,250422,245202,264372,276882,274362,279762,282372,294162,296682,313422,311982,320532,322422,334122,340422,345282,351492,348792,358692,372102,374172
91,20090,29281,37471,43022,56126,65863,72142,80787,91161,95529,107814,114366,118825,132384,133567,143668,160321,162505,170149,181433,175700,187803,206731,200452,215558,219380,220290,235487,249228,250775,257782,259693,276710,288267,278894,287448,300734,303373,317296,319844,327124,331583,339591,339682,344414,358974,360430,369166,377720,377447
92,21174,28350,38470,46842,57974,63770,73246,80290,86770,99466,113082,113726,126606,130102,135254,147398,153102,164326,177666,176102,187930,194134,196250,209774,210970,232958,229002,247586,240226,255406,257522,268614,279970,268930,289078,297082,290458,308858,312262,320634,314930,330202,345290,348142,341610,350310,364334,363414,374454,380986
93,20053,27865,37630,49720,55858,60973,70552,82084,88594,96127,103753,110542,127747,132769,145417,147370,161599,163552,167708,182989,192475,196474,207448,211540,223258,226606,229861,238109,242573,254506,265294,266224,282313,281848,291584,301163,301936,309562,320042,322768,326674,338299,331295,343786,350453,361706,371314,370663,371593,372866
94,18911,31319,38557,47675,53409,65629,71927,82643,92231,98529,109245,117827,124191,131335,137351,152767,161509,169029,180215,180215,194973,193281,197605,212833,216217,227591,229565,241315,252031,262183,264815,272363,275249,284273,287187,300253,308995,313507,317173,325539,329299,334563,346313,355055,349791,361475,369813,377521,385229,379401
95,19457,27152,38742,49952,51757,65057,72467,77312,99257,103817,110467,115217,130797,137542,150557,150937,162622,166042,170507,179057,185802,196632,204232,211927,231782,236817,233682,241027,255182,255057,264397,268832,276812,288782,293532,301637,309872,316522,308447,330707,337422,345402,342392,348347,362882,356707,370197,382642,378842,383497
96,20305,30673,38545,46225,53809,66193,73873,84017,88177,106801,117329,122641,130417,132433,141361,152977,163249,165841,174577,183313,191729,202513,208081,213937,224209,229393,234961,248305,258097,263089,267025,276721,283025,290257,290353,306545,301201,316433,321553,322033,339505,339505,344881,365809,366577,370961,373873,387889,384209,394993
97,20107,30486,37858,46006,58422,67346,79374,84709,90917,102945,110705,116137,127777,142133,145722,152512,165898,168032,176762,186559,199169,202176,209645,220606,229821,233798,245535,246020,256787,259697,266778,271240,289767,291319,296266,293938,318576,318382,328955,334678,347579,343893,343408,364845,357279,372120,384633,385215,387058,397076
98,20397,28727,39213,52051,56755,71455,77531,86939,93995,103305,115555,119377,133881,133783,146915,158969,159753,170043,174355,187585,191505,197875,212183,221101,230411,230607,232665,244131,256577,265201,277647,274903,284507,294797,295581,305773,322237,315965,333899,339289,339877,349383,351735,357517,358007,372413,380351,379861,392405,408183
99,20893,28912,41287,49009,54454,68809,75937,87817,95539,97321,113062,118804,133357,145237,145930,155038,170383,173650,179293,186223,197707,204340,214735,225328,236317,232654,246811,254038,261661,269779,276511,279382,294430,301756,298588,315814,316903,324229,328882,346999,348187,351553,354325,374224,363037,378877,382441,389668,400657,408775
